expid_x,peakid,death,deathclass,deathdate,deathhgtm,deathtype,hired
MANA09302,MANA,False,No death,1900-01-01,0,No death,False
MANA09303,MANA,False,No death,1900-01-01,0,No death,False
MANA09304,MANA,False,No death,1900-01-01,0,No death,False
MANA09305,MANA,False,No death,1900-01-01,0,No death,False
MANA09305,MANA,False,No death,1900-01-01,0,No death,True
MANA09306,MANA,False,No death,1900-01-01,0,No death,False
MANA09306,MANA,False,No death,1900-01-01,0,No death,True
MANA09307,MANA,False,No death,1900-01-01,0,No death,False
MANA09307,MANA,False,No death,1900-01-01,0,No death,True
MANA09308,MANA,False,No death,1900-01-01,0,No death,False
MANA09308,MANA,False,No death,1900-01-01,0,No death,True
MANA09309,MANA,False,No death,1900-01-01,0,No death,False
MANA09309,MANA,True,Route preparation,2009-10-03,5850,Falling rock / ice,False
MANA09310,MANA,False,No death,1900-01-01,0,No death,False
MANA09310,MANA,False,No death,1900-01-01,0,No death,True
MANA09311,MANA,False,No death,1900-01-01,0,No death,False
MANA09312,MANA,False,No death,1900-01-01,0,No death,False
MANA09312,MANA,False,No death,1900-01-01,0,No death,True
MANA09313,MANA,False,No death,1900-01-01,0,No death,False
MANA09313,MANA,False,No death,1900-01-01,0,No death,True
CHOY09358,CHOY,False,No death,1900-01-01,0,No death,False
MANA09303,MANA,False,No death,1900-01-01,0,No death,True
MANA09304,MANA,False,No death,1900-01-01,0,No death,True
CHOY09358,CHOY,False,No death,1900-01-01,0,No death,True
CHOY08314,CHOY,False,No death,1900-01-01,0,No death,True
EVER08102,EVER,False,No death,1900-01-01,0,No death,False
MANA09122,MANA,False,No death,1900-01-01,0,No death,False
MANA09122,MANA,False,No death,1900-01-01,0,No death,True
CHOY06382,CHOY,False,No death,1900-01-01,0,No death,False
CHOY06382,CHOY,False,No death,1900-01-01,0,No death,True
ANN110101,ANN1,False,No death,1900-01-01,0,No death,False
ANN110102,ANN1,False,No death,1900-01-01,0,No death,False
ANN110102,ANN1,False,No death,1900-01-01,0,No death,True
ANN110103,ANN1,False,No death,1900-01-01,0,No death,False
ANN110104,ANN1,False,No death,1900-01-01,0,No death,False
ANN110104,ANN1,True,Descending from summit bid,2010-04-28,7600,Exhaustion,False
ANN110104,ANN1,False,No death,1900-01-01,0,No death,True
ANN110105,ANN1,False,No death,1900-01-01,0,No death,False
ANN110105,ANN1,False,No death,1900-01-01,0,No death,True
ANN110106,ANN1,False,No death,1900-01-01,0,No death,False
ANN110107,ANN1,False,No death,1900-01-01,0,No death,False
ANN110108,ANN1,False,No death,1900-01-01,0,No death,False
ANN110109,ANN1,False,No death,1900-01-01,0,No death,False
ANN110109,ANN1,False,No death,1900-01-01,0,No death,True
CHOY09359,CHOY,False,No death,1900-01-01,0,No death,False
CHOY09359,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10101,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10101,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10102,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10103,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10104,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10104,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10105,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10106,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10107,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10108,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10109,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10111,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10112,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10112,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10113,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10113,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10114,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10114,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10115,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10115,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10110,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10110,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10116,CHOY,True,Route preparation,2010-05-03,6800,Unknown,False
CHOY10301,CHOY,False,No death,1900-01-01,0,No death,False
DHA110101,DHA1,False,No death,1900-01-01,0,No death,False
DHA110102,DHA1,False,No death,1900-01-01,0,No death,False
DHA110102,DHA1,False,No death,1900-01-01,0,No death,True
DHA110103,DHA1,False,No death,1900-01-01,0,No death,False
DHA110103,DHA1,False,No death,1900-01-01,0,No death,True
DHA110104,DHA1,False,No death,1900-01-01,0,No death,False
DHA110104,DHA1,False,No death,1900-01-01,0,No death,True
DHA110105,DHA1,True,Descending from summit bid,2010-05-13,7400,Fall,False
DHA110105,DHA1,True,Descending from summit bid,2010-05-13,7600,Exhaustion,False
DHA110105,DHA1,False,No death,1900-01-01,0,No death,False
DHA110105,DHA1,False,No death,1900-01-01,0,No death,True
KANG10101,KANG,False,No death,1900-01-01,0,No death,False
KANG10101,KANG,False,No death,1900-01-01,0,No death,True
LHOT10101,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10102,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10102,LHOT,True,Descending from summit bid,2010-05-07,7800,AMS (acute mtn sickness),False
LHOT10103,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10103,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10104,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10104,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10105,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10105,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10106,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10106,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10107,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10107,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10108,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10109,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10109,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10110,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10111,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10112,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10113,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10114,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10114,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10115,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10115,LHOT,False,No death,1900-01-01,0,No death,True
LHOT10116,LHOT,False,No death,1900-01-01,0,No death,False
MAKA10101,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10102,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10102,MAKA,False,No death,1900-01-01,0,No death,True
MAKA10103,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10103,MAKA,False,No death,1900-01-01,0,No death,True
MAKA10104,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10105,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10106,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10106,MAKA,True,Descending from summit bid,2010-05-26,8200,Disappearance (unexplained),False
MAKA10106,MAKA,False,No death,1900-01-01,0,No death,True
MAKA10107,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10108,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10109,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10110,MAKA,False,No death,1900-01-01,0,No death,False
MAKA10111,MAKA,False,No death,1900-01-01,0,No death,False
MANA10101,MANA,False,No death,1900-01-01,0,No death,False
MANA10101,MANA,False,No death,1900-01-01,0,No death,True
MANA10102,MANA,False,No death,1900-01-01,0,No death,False
MANA10102,MANA,False,No death,1900-01-01,0,No death,True
MANA10103,MANA,False,No death,1900-01-01,0,No death,False
MANA10104,MANA,False,No death,1900-01-01,0,No death,False
MANA10105,MANA,False,No death,1900-01-01,0,No death,False
MANA10105,MANA,False,No death,1900-01-01,0,No death,True
MANA10106,MANA,False,No death,1900-01-01,0,No death,False
MANA10106,MANA,False,No death,1900-01-01,0,No death,True
MANA10107,MANA,False,No death,1900-01-01,0,No death,False
MANA10107,MANA,False,No death,1900-01-01,0,No death,True
MANA10109,MANA,False,No death,1900-01-01,0,No death,False
MANA10110,MANA,False,No death,1900-01-01,0,No death,False
MANA10108,MANA,False,No death,1900-01-01,0,No death,False
MANA10108,MANA,True,Descending from summit bid,2010-04-23,7600,Exhaustion,False
MANA10108,MANA,True,Descending from summit bid,2010-04-23,7600,Disappearance (unexplained),False
MANA10108,MANA,False,No death,1900-01-01,0,No death,True
CHOY10109,CHOY,False,No death,1900-01-01,0,No death,True
LHOT10117,LHOT,False,No death,1900-01-01,0,No death,False
MAKA10105,MAKA,False,No death,1900-01-01,0,No death,True
MAKA10108,MAKA,False,No death,1900-01-01,0,No death,True
MAKA10109,MAKA,False,No death,1900-01-01,0,No death,True
CHOY10302,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10303,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10304,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10305,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10306,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10306,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10307,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10308,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10308,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10309,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10310,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10311,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10312,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10312,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10313,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10313,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10314,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10314,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10315,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10316,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10317,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10318,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10319,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10320,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10321,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10322,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10322,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10323,CHOY,False,No death,1900-01-01,0,No death,False
MANA10304,MANA,False,No death,1900-01-01,0,No death,False
MANA10301,MANA,False,No death,1900-01-01,0,No death,False
MANA10301,MANA,False,No death,1900-01-01,0,No death,True
MANA10302,MANA,False,No death,1900-01-01,0,No death,False
MANA10302,MANA,False,No death,1900-01-01,0,No death,True
MANA10303,MANA,False,No death,1900-01-01,0,No death,False
MANA10305,MANA,False,No death,1900-01-01,0,No death,False
MANA10306,MANA,False,No death,1900-01-01,0,No death,False
MANA10307,MANA,False,No death,1900-01-01,0,No death,False
MANA10307,MANA,False,No death,1900-01-01,0,No death,True
MANA10309,MANA,False,No death,1900-01-01,0,No death,False
MANA10309,MANA,False,No death,1900-01-01,0,No death,True
CHOY10319,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10321,CHOY,False,No death,1900-01-01,0,No death,True
MANA10308,MANA,False,No death,1900-01-01,0,No death,False
MANA10305,MANA,False,No death,1900-01-01,0,No death,True
MANA10306,MANA,False,No death,1900-01-01,0,No death,True
MANA10311,MANA,False,No death,1900-01-01,0,No death,False
MANA10311,MANA,False,No death,1900-01-01,0,No death,True
MANA10310,MANA,False,No death,1900-01-01,0,No death,False
MANA10308,MANA,False,No death,1900-01-01,0,No death,True
ANN110110,ANN1,False,No death,1900-01-01,0,No death,False
LHOT10118,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10118,LHOT,False,No death,1900-01-01,0,No death,True
CHOY09360,CHOY,False,No death,1900-01-01,0,No death,False
CHOY09360,CHOY,False,No death,1900-01-01,0,No death,True
MANA10111,MANA,False,No death,1900-01-01,0,No death,False
MANA10111,MANA,False,No death,1900-01-01,0,No death,True
ANN110111,ANN1,False,No death,1900-01-01,0,No death,False
CHOY10117,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10324,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10325,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10326,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10327,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10327,CHOY,True,Route preparation,2010-10-03,7000,Fall,False
CHOY10328,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10329,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10330,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10331,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10331,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10332,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10332,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10333,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10333,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10334,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10335,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10335,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10336,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10337,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10338,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10339,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10339,CHOY,False,No death,1900-01-01,0,No death,True
DHA110301,DHA1,False,No death,1900-01-01,0,No death,False
DHA110301,DHA1,False,No death,1900-01-01,0,No death,True
DHA110301,DHA1,True,Route preparation,2010-09-28,6700,Avalanche,True
DHA110302,DHA1,True,Route preparation,2010-09-28,5200,Avalanche,False
DHA110302,DHA1,False,No death,1900-01-01,0,No death,False
DHA110302,DHA1,True,Route preparation,2010-09-28,5300,Avalanche,False
DHA110302,DHA1,True,Route preparation,2010-09-28,5400,Avalanche,False
EVER10301,EVER,False,No death,1900-01-01,0,No death,False
EVER10301,EVER,False,No death,1900-01-01,0,No death,True
EVER10302,EVER,False,No death,1900-01-01,0,No death,False
EVER10303,EVER,False,No death,1900-01-01,0,No death,False
LHOT10301,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10302,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10303,LHOT,False,No death,1900-01-01,0,No death,False
MANA10312,MANA,False,No death,1900-01-01,0,No death,False
MANA10312,MANA,False,No death,1900-01-01,0,No death,True
MANA10313,MANA,False,No death,1900-01-01,0,No death,False
MANA10313,MANA,False,No death,1900-01-01,0,No death,True
MANA10314,MANA,False,No death,1900-01-01,0,No death,False
MANA10315,MANA,False,No death,1900-01-01,0,No death,False
MANA10315,MANA,False,No death,1900-01-01,0,No death,True
MANA10316,MANA,False,No death,1900-01-01,0,No death,False
MANA10317,MANA,False,No death,1900-01-01,0,No death,False
MANA10317,MANA,False,No death,1900-01-01,0,No death,True
MANA10318,MANA,False,No death,1900-01-01,0,No death,False
MANA10318,MANA,False,No death,1900-01-01,0,No death,True
MANA10319,MANA,False,No death,1900-01-01,0,No death,False
MANA10319,MANA,True,Death at BC / ABC,2010-09-25,4700,Illness (non-AMS),False
MANA10319,MANA,False,No death,1900-01-01,0,No death,True
MANA10320,MANA,False,No death,1900-01-01,0,No death,False
MANA10320,MANA,False,No death,1900-01-01,0,No death,True
ANN110301,ANN1,False,No death,1900-01-01,0,No death,False
CHOY10311,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10328,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10329,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10330,CHOY,False,No death,1900-01-01,0,No death,True
MANA10316,MANA,False,No death,1900-01-01,0,No death,True
CHOY10340,CHOY,False,No death,1900-01-01,0,No death,False
EVER10304,EVER,False,No death,1900-01-01,0,No death,False
LHOT10304,LHOT,False,No death,1900-01-01,0,No death,False
LHOT10304,LHOT,False,No death,1900-01-01,0,No death,True
MANA10321,MANA,False,No death,1900-01-01,0,No death,False
MANA10321,MANA,False,No death,1900-01-01,0,No death,True
CHOY10341,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10341,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10342,CHOY,False,No death,1900-01-01,0,No death,False
MANA10322,MANA,False,No death,1900-01-01,0,No death,False
DHA110303,DHA1,False,No death,1900-01-01,0,No death,False
CHOY10344,CHOY,False,No death,1900-01-01,0,No death,False
MANA10323,MANA,False,No death,1900-01-01,0,No death,False
CHOY10343,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10118,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10119,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10343,CHOY,False,No death,1900-01-01,0,No death,True
CHOY10345,CHOY,False,No death,1900-01-01,0,No death,False
CHOY10345,CHOY,False,No death,1900-01-01,0,No death,True
MANA10322,MANA,False,No death,1900-01-01,0,No death,True
ANN111101,ANN1,False,No death,1900-01-01,0,No death,False
CHOY11101,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11101,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11102,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11102,CHOY,False,No death,1900-01-01,0,No death,True
EVER11112,EVER,False,No death,1900-01-01,0,No death,False
EVER11112,EVER,False,No death,1900-01-01,0,No death,True
EVER11117,EVER,False,No death,1900-01-01,0,No death,False
EVER11117,EVER,False,No death,1900-01-01,0,No death,True
EVER11119,EVER,False,No death,1900-01-01,0,No death,False
EVER11119,EVER,False,No death,1900-01-01,0,No death,True
MANA11101,MANA,False,No death,1900-01-01,0,No death,False
MANA11101,MANA,True,Ascending in summit bid,2011-04-30,7000,AMS (acute mtn sickness),False
MANA11101,MANA,False,No death,1900-01-01,0,No death,True
MANA11102,MANA,False,No death,1900-01-01,0,No death,False
ANN111102,ANN1,False,No death,1900-01-01,0,No death,False
CHOY11103,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11103,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11104,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11104,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11105,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11105,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11108,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11109,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11110,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11110,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11111,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11112,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11112,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11113,CHOY,False,No death,1900-01-01,0,No death,False
DHA111101,DHA1,False,No death,1900-01-01,0,No death,False
DHA111102,DHA1,False,No death,1900-01-01,0,No death,False
DHA111102,DHA1,False,No death,1900-01-01,0,No death,True
DHA111103,DHA1,False,No death,1900-01-01,0,No death,False
DHA111103,DHA1,False,No death,1900-01-01,0,No death,True
DHA111104,DHA1,False,No death,1900-01-01,0,No death,False
EVER11124,EVER,False,No death,1900-01-01,0,No death,False
EVER11124,EVER,False,No death,1900-01-01,0,No death,True
EVER11105,EVER,False,No death,1900-01-01,0,No death,False
EVER11105,EVER,False,No death,1900-01-01,0,No death,True
EVER11106,EVER,False,No death,1900-01-01,0,No death,False
EVER11106,EVER,False,No death,1900-01-01,0,No death,True
EVER11107,EVER,False,No death,1900-01-01,0,No death,False
EVER11107,EVER,False,No death,1900-01-01,0,No death,True
EVER11108,EVER,False,No death,1900-01-01,0,No death,False
EVER11109,EVER,False,No death,1900-01-01,0,No death,False
EVER11110,EVER,False,No death,1900-01-01,0,No death,False
EVER11111,EVER,False,No death,1900-01-01,0,No death,False
EVER11113,EVER,False,No death,1900-01-01,0,No death,False
EVER11113,EVER,False,No death,1900-01-01,0,No death,True
EVER11114,EVER,False,No death,1900-01-01,0,No death,False
EVER11114,EVER,False,No death,1900-01-01,0,No death,True
EVER11115,EVER,False,No death,1900-01-01,0,No death,False
EVER11116,EVER,False,No death,1900-01-01,0,No death,False
EVER11116,EVER,False,No death,1900-01-01,0,No death,True
EVER11118,EVER,False,No death,1900-01-01,0,No death,False
EVER11120,EVER,False,No death,1900-01-01,0,No death,False
EVER11120,EVER,False,No death,1900-01-01,0,No death,True
EVER11121,EVER,False,No death,1900-01-01,0,No death,False
EVER11121,EVER,False,No death,1900-01-01,0,No death,True
EVER11122,EVER,False,No death,1900-01-01,0,No death,False
EVER11122,EVER,False,No death,1900-01-01,0,No death,True
EVER11123,EVER,False,No death,1900-01-01,0,No death,False
EVER11123,EVER,False,No death,1900-01-01,0,No death,True
EVER11125,EVER,False,No death,1900-01-01,0,No death,False
EVER11126,EVER,False,No death,1900-01-01,0,No death,False
EVER11126,EVER,False,No death,1900-01-01,0,No death,True
EVER11127,EVER,False,No death,1900-01-01,0,No death,False
EVER11127,EVER,False,No death,1900-01-01,0,No death,True
EVER11128,EVER,False,No death,1900-01-01,0,No death,False
EVER11128,EVER,False,No death,1900-01-01,0,No death,True
EVER11129,EVER,False,No death,1900-01-01,0,No death,False
EVER11129,EVER,False,No death,1900-01-01,0,No death,True
EVER11130,EVER,False,No death,1900-01-01,0,No death,False
EVER11130,EVER,False,No death,1900-01-01,0,No death,True
EVER11131,EVER,False,No death,1900-01-01,0,No death,False
EVER11131,EVER,False,No death,1900-01-01,0,No death,True
EVER11132,EVER,False,No death,1900-01-01,0,No death,False
EVER11132,EVER,False,No death,1900-01-01,0,No death,True
EVER11133,EVER,False,No death,1900-01-01,0,No death,False
EVER11133,EVER,False,No death,1900-01-01,0,No death,True
EVER11134,EVER,False,No death,1900-01-01,0,No death,False
EVER11134,EVER,False,No death,1900-01-01,0,No death,True
EVER11135,EVER,False,No death,1900-01-01,0,No death,False
EVER11135,EVER,False,No death,1900-01-01,0,No death,True
EVER11137,EVER,False,No death,1900-01-01,0,No death,False
EVER11137,EVER,False,No death,1900-01-01,0,No death,True
EVER11138,EVER,False,No death,1900-01-01,0,No death,False
EVER11138,EVER,False,No death,1900-01-01,0,No death,True
EVER11142,EVER,False,No death,1900-01-01,0,No death,False
EVER11142,EVER,True,Route preparation,2011-05-01,7300,Illness (non-AMS),False
EVER11144,EVER,False,No death,1900-01-01,0,No death,False
EVER11144,EVER,False,No death,1900-01-01,0,No death,True
EVER11145,EVER,False,No death,1900-01-01,0,No death,False
EVER11146,EVER,False,No death,1900-01-01,0,No death,False
EVER11146,EVER,False,No death,1900-01-01,0,No death,True
EVER11147,EVER,False,No death,1900-01-01,0,No death,False
EVER11147,EVER,False,No death,1900-01-01,0,No death,True
EVER11148,EVER,False,No death,1900-01-01,0,No death,False
KANG11101,KANG,False,No death,1900-01-01,0,No death,False
KANG11102,KANG,False,No death,1900-01-01,0,No death,False
KANG11102,KANG,False,No death,1900-01-01,0,No death,True
KANG11103,KANG,False,No death,1900-01-01,0,No death,False
KANG11103,KANG,False,No death,1900-01-01,0,No death,True
KANG11104,KANG,False,No death,1900-01-01,0,No death,False
KANG11105,KANG,False,No death,1900-01-01,0,No death,False
KANG11106,KANG,False,No death,1900-01-01,0,No death,False
KANG11112,KANG,False,No death,1900-01-01,0,No death,False
KANG11112,KANG,False,No death,1900-01-01,0,No death,True
LHOT11101,LHOT,False,No death,1900-01-01,0,No death,False
LHOT11101,LHOT,False,No death,1900-01-01,0,No death,True
LHOT11102,LHOT,False,No death,1900-01-01,0,No death,False
LHOT11103,LHOT,False,No death,1900-01-01,0,No death,False
LHOT11104,LHOT,False,No death,1900-01-01,0,No death,False
LHOT11104,LHOT,False,No death,1900-01-01,0,No death,True
LHOT11105,LHOT,False,No death,1900-01-01,0,No death,False
LHOT11105,LHOT,False,No death,1900-01-01,0,No death,True
LHOT11106,LHOT,False,No death,1900-01-01,0,No death,False
MAKA11101,MAKA,False,No death,1900-01-01,0,No death,False
MAKA11101,MAKA,False,No death,1900-01-01,0,No death,True
MAKA11102,MAKA,False,No death,1900-01-01,0,No death,False
MAKA11102,MAKA,False,No death,1900-01-01,0,No death,True
MAKA11103,MAKA,False,No death,1900-01-01,0,No death,False
MAKA11104,MAKA,False,No death,1900-01-01,0,No death,False
MANA11103,MANA,False,No death,1900-01-01,0,No death,False
MANA11104,MANA,False,No death,1900-01-01,0,No death,False
MANA11104,MANA,False,No death,1900-01-01,0,No death,True
CHOY11111,CHOY,False,No death,1900-01-01,0,No death,True
EVER11115,EVER,False,No death,1900-01-01,0,No death,True
EVER11125,EVER,False,No death,1900-01-01,0,No death,True
KANG11101,KANG,False,No death,1900-01-01,0,No death,True
MANA10324,MANA,False,No death,1900-01-01,0,No death,False
MANA10112,MANA,False,No death,1900-01-01,0,No death,False
ANN111103,ANN1,False,No death,1900-01-01,0,No death,False
ANN111103,ANN1,False,No death,1900-01-01,0,No death,True
ANN111104,ANN1,False,No death,1900-01-01,0,No death,False
ANN111104,ANN1,False,No death,1900-01-01,0,No death,True
CHOY11114,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11114,CHOY,False,No death,1900-01-01,0,No death,True
CHOY11107,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11106,CHOY,False,No death,1900-01-01,0,No death,False
DHA111105,DHA1,False,No death,1900-01-01,0,No death,False
DHA111105,DHA1,False,No death,1900-01-01,0,No death,True
EVER11142,EVER,False,No death,1900-01-01,0,No death,True
EVER11148,EVER,False,No death,1900-01-01,0,No death,True
EVER11149,EVER,False,No death,1900-01-01,0,No death,False
EVER11149,EVER,False,No death,1900-01-01,0,No death,True
EVER11150,EVER,False,No death,1900-01-01,0,No death,False
EVER11150,EVER,False,No death,1900-01-01,0,No death,True
EVER11151,EVER,False,No death,1900-01-01,0,No death,False
EVER11151,EVER,False,No death,1900-01-01,0,No death,True
EVER11155,EVER,False,No death,1900-01-01,0,No death,False
EVER11155,EVER,False,No death,1900-01-01,0,No death,True
EVER11156,EVER,False,No death,1900-01-01,0,No death,False
EVER11156,EVER,False,No death,1900-01-01,0,No death,True
EVER11158,EVER,False,No death,1900-01-01,0,No death,False
EVER11158,EVER,False,No death,1900-01-01,0,No death,True
EVER11162,EVER,False,No death,1900-01-01,0,No death,False
EVER11162,EVER,False,No death,1900-01-01,0,No death,True
EVER11163,EVER,False,No death,1900-01-01,0,No death,False
EVER11163,EVER,False,No death,1900-01-01,0,No death,True
EVER11164,EVER,False,No death,1900-01-01,0,No death,False
EVER11164,EVER,False,No death,1900-01-01,0,No death,True
EVER11165,EVER,False,No death,1900-01-01,0,No death,False
EVER11165,EVER,False,No death,1900-01-01,0,No death,True
EVER11167,EVER,True,Descending from summit bid,2011-05-12,8600,AMS (acute mtn sickness),False
EVER11167,EVER,False,No death,1900-01-01,0,No death,True
EVER11166,EVER,False,No death,1900-01-01,0,No death,False
EVER11166,EVER,False,No death,1900-01-01,0,No death,True
EVER11161,EVER,False,No death,1900-01-01,0,No death,False
EVER11160,EVER,False,No death,1900-01-01,0,No death,False
EVER11160,EVER,False,No death,1900-01-01,0,No death,True
EVER11159,EVER,False,No death,1900-01-01,0,No death,False
EVER11157,EVER,False,No death,1900-01-01,0,No death,False
EVER11157,EVER,False,No death,1900-01-01,0,No death,True
EVER11154,EVER,False,No death,1900-01-01,0,No death,False
