expid_x,peakid,death,deathclass,deathdate,deathhgtm,deathtype,hired
CHOY13313,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13314,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13315,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13316,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13317,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13323,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13318,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13318,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13319,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13319,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13320,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13320,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13321,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13321,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13322,CHOY,False,No death,1900-01-01,0,No death,False
MANA13327,MANA,False,No death,1900-01-01,0,No death,False
MANA13327,MANA,False,No death,1900-01-01,0,No death,True
MANA13332,MANA,False,No death,1900-01-01,0,No death,True
CHOY13324,CHOY,False,No death,1900-01-01,0,No death,False
CHOY13324,CHOY,False,No death,1900-01-01,0,No death,True
EVER13137,EVER,False,No death,1900-01-01,0,No death,True
EVER12191,EVER,False,No death,1900-01-01,0,No death,False
EVER12191,EVER,False,No death,1900-01-01,0,No death,True
EVER13126,EVER,False,No death,1900-01-01,0,No death,True
ANN113302,ANN1,False,No death,1900-01-01,0,No death,False
EVER13188,EVER,False,No death,1900-01-01,0,No death,False
EVER13188,EVER,False,No death,1900-01-01,0,No death,True
EVER13187,EVER,False,No death,1900-01-01,0,No death,False
EVER13187,EVER,False,No death,1900-01-01,0,No death,True
LHOT13301,LHOT,False,No death,1900-01-01,0,No death,False
LHOT13302,LHOT,False,No death,1900-01-01,0,No death,False
MANA13303,MANA,False,No death,1900-01-01,0,No death,True
MANA13315,MANA,False,No death,1900-01-01,0,No death,True
MANA13333,MANA,False,No death,1900-01-01,0,No death,False
CHOY13323,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13313,CHOY,False,No death,1900-01-01,0,No death,True
MANA13317,MANA,False,No death,1900-01-01,0,No death,True
CHOY11311,CHOY,False,No death,1900-01-01,0,No death,True
EVER12189,EVER,False,No death,1900-01-01,0,No death,True
EVER14117,EVER,False,No death,1900-01-01,0,No death,False
EVER14140,EVER,False,No death,1900-01-01,0,No death,False
EVER14104,EVER,False,No death,1900-01-01,0,No death,False
EVER14105,EVER,False,No death,1900-01-01,0,No death,False
EVER14106,EVER,False,No death,1900-01-01,0,No death,False
EVER14107,EVER,False,No death,1900-01-01,0,No death,False
EVER14108,EVER,False,No death,1900-01-01,0,No death,False
EVER14111,EVER,False,No death,1900-01-01,0,No death,False
EVER14109,EVER,False,No death,1900-01-01,0,No death,False
EVER14110,EVER,False,No death,1900-01-01,0,No death,False
EVER14137,EVER,False,No death,1900-01-01,0,No death,False
EVER14137,EVER,False,No death,1900-01-01,0,No death,True
LHOT13128,LHOT,False,No death,1900-01-01,0,No death,True
EVER14112,EVER,False,No death,1900-01-01,0,No death,False
EVER14113,EVER,False,No death,1900-01-01,0,No death,False
EVER14114,EVER,False,No death,1900-01-01,0,No death,False
DHA114101,DHA1,False,No death,1900-01-01,0,No death,False
DHA114102,DHA1,False,No death,1900-01-01,0,No death,False
EVER14106,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14107,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14108,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14109,EVER,True,Death at BC / ABC,2014-04-02,5350,AMS (acute mtn sickness),True
EVER14114,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
CHOY11341,CHOY,False,No death,1900-01-01,0,No death,True
DHA114103,DHA1,False,No death,1900-01-01,0,No death,False
EVER14115,EVER,False,No death,1900-01-01,0,No death,False
EVER14116,EVER,False,No death,1900-01-01,0,No death,False
DHA114103,DHA1,False,No death,1900-01-01,0,No death,True
EVER14121,EVER,False,No death,1900-01-01,0,No death,False
EVER14121,EVER,False,No death,1900-01-01,0,No death,True
LHOT13132,LHOT,False,No death,1900-01-01,0,No death,False
LHOT13132,LHOT,False,No death,1900-01-01,0,No death,True
MANA13334,MANA,False,No death,1900-01-01,0,No death,False
MANA13334,MANA,False,No death,1900-01-01,0,No death,True
MANA13335,MANA,False,No death,1900-01-01,0,No death,False
MANA13335,MANA,False,No death,1900-01-01,0,No death,True
MANA13336,MANA,False,No death,1900-01-01,0,No death,False
MANA13324,MANA,False,No death,1900-01-01,0,No death,True
LHOT13133,LHOT,False,No death,1900-01-01,0,No death,False
LHOT12130,LHOT,False,No death,1900-01-01,0,No death,False
MANA12330,MANA,False,No death,1900-01-01,0,No death,True
ANN114101,ANN1,False,No death,1900-01-01,0,No death,False
ANN114102,ANN1,False,No death,1900-01-01,0,No death,False
CHOY14101,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14101,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14102,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14102,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14103,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14104,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14105,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14105,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14107,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14107,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14108,CHOY,False,No death,1900-01-01,0,No death,False
DHA114104,DHA1,False,No death,1900-01-01,0,No death,False
DHA114105,DHA1,False,No death,1900-01-01,0,No death,False
DHA114106,DHA1,False,No death,1900-01-01,0,No death,False
EVER14119,EVER,False,No death,1900-01-01,0,No death,False
EVER14120,EVER,False,No death,1900-01-01,0,No death,False
EVER14122,EVER,False,No death,1900-01-01,0,No death,False
EVER14122,EVER,False,No death,1900-01-01,0,No death,True
EVER14130,EVER,False,No death,1900-01-01,0,No death,False
EVER14131,EVER,False,No death,1900-01-01,0,No death,False
EVER14142,EVER,False,No death,1900-01-01,0,No death,False
EVER14128,EVER,False,No death,1900-01-01,0,No death,False
EVER14128,EVER,False,No death,1900-01-01,0,No death,True
EVER14129,EVER,False,No death,1900-01-01,0,No death,False
EVER14129,EVER,False,No death,1900-01-01,0,No death,True
EVER14125,EVER,False,No death,1900-01-01,0,No death,False
EVER14132,EVER,False,No death,1900-01-01,0,No death,False
EVER14133,EVER,False,No death,1900-01-01,0,No death,False
EVER14118,EVER,False,No death,1900-01-01,0,No death,False
EVER14103,EVER,False,No death,1900-01-01,0,No death,False
EVER14126,EVER,False,No death,1900-01-01,0,No death,False
EVER14149,EVER,False,No death,1900-01-01,0,No death,False
EVER14145,EVER,False,No death,1900-01-01,0,No death,False
EVER14147,EVER,False,No death,1900-01-01,0,No death,False
EVER14147,EVER,False,No death,1900-01-01,0,No death,True
EVER14148,EVER,False,No death,1900-01-01,0,No death,False
KANG14101,KANG,False,No death,1900-01-01,0,No death,False
KANG14103,KANG,False,No death,1900-01-01,0,No death,False
KANG14103,KANG,False,No death,1900-01-01,0,No death,True
KANG14104,KANG,False,No death,1900-01-01,0,No death,False
KANG14104,KANG,False,No death,1900-01-01,0,No death,True
LHOT14101,LHOT,False,No death,1900-01-01,0,No death,False
MAKA14102,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14102,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14104,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14104,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14105,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14105,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14106,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14107,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14107,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14108,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14108,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14109,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14110,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14111,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14112,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14112,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14113,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14113,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14114,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14114,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14115,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14115,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14116,MAKA,True,Ascending in summit bid,2014-05-02,7350,AMS (acute mtn sickness),False
MAKA14117,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14117,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14118,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14118,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14119,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14119,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14120,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14120,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14121,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14122,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14122,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14124,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14125,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14126,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14127,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14123,MAKA,False,No death,1900-01-01,0,No death,False
MANA14101,MANA,False,No death,1900-01-01,0,No death,False
ANN114101,ANN1,False,No death,1900-01-01,0,No death,True
DHA114106,DHA1,False,No death,1900-01-01,0,No death,True
EVER14156,EVER,False,No death,1900-01-01,0,No death,False
MAKA14101,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14101,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14103,MAKA,False,No death,1900-01-01,0,No death,False
EVER14101,EVER,False,No death,1900-01-01,0,No death,False
EVER14102,EVER,False,No death,1900-01-01,0,No death,False
EVER14102,EVER,False,No death,1900-01-01,0,No death,True
CHOY14109,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14110,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14110,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14111,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14112,CHOY,False,No death,1900-01-01,0,No death,False
DHA114107,DHA1,False,No death,1900-01-01,0,No death,False
DHA114107,DHA1,False,No death,1900-01-01,0,No death,True
DHA114108,DHA1,False,No death,1900-01-01,0,No death,False
DHA114108,DHA1,False,No death,1900-01-01,0,No death,True
DHA114109,DHA1,False,No death,1900-01-01,0,No death,False
DHA114110,DHA1,False,No death,1900-01-01,0,No death,False
DHA114110,DHA1,False,No death,1900-01-01,0,No death,True
EVER14136,EVER,False,No death,1900-01-01,0,No death,False
EVER14151,EVER,False,No death,1900-01-01,0,No death,False
EVER14153,EVER,False,No death,1900-01-01,0,No death,False
EVER14153,EVER,False,No death,1900-01-01,0,No death,True
EVER14154,EVER,False,No death,1900-01-01,0,No death,False
EVER14161,EVER,False,No death,1900-01-01,0,No death,False
EVER14161,EVER,False,No death,1900-01-01,0,No death,True
EVER14163,EVER,False,No death,1900-01-01,0,No death,False
EVER14165,EVER,False,No death,1900-01-01,0,No death,False
EVER14166,EVER,False,No death,1900-01-01,0,No death,False
EVER14166,EVER,False,No death,1900-01-01,0,No death,True
EVER14150,EVER,False,No death,1900-01-01,0,No death,False
EVER14152,EVER,False,No death,1900-01-01,0,No death,False
EVER14152,EVER,False,No death,1900-01-01,0,No death,True
EVER14127,EVER,False,No death,1900-01-01,0,No death,False
EVER14127,EVER,False,No death,1900-01-01,0,No death,True
EVER14135,EVER,False,No death,1900-01-01,0,No death,False
EVER14164,EVER,False,No death,1900-01-01,0,No death,False
EVER14164,EVER,False,No death,1900-01-01,0,No death,True
KANG14105,KANG,False,No death,1900-01-01,0,No death,False
KANG14106,KANG,False,No death,1900-01-01,0,No death,False
KANG14106,KANG,False,No death,1900-01-01,0,No death,True
KANG14107,KANG,False,No death,1900-01-01,0,No death,False
KANG14108,KANG,False,No death,1900-01-01,0,No death,False
KANG14108,KANG,False,No death,1900-01-01,0,No death,True
KANG14109,KANG,False,No death,1900-01-01,0,No death,False
KANG14110,KANG,False,No death,1900-01-01,0,No death,False
KANG14110,KANG,False,No death,1900-01-01,0,No death,True
KANG14112,KANG,False,No death,1900-01-01,0,No death,False
KANG14113,KANG,False,No death,1900-01-01,0,No death,False
KANG14114,KANG,False,No death,1900-01-01,0,No death,False
LHOT14103,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14103,LHOT,False,No death,1900-01-01,0,No death,True
LHOT14104,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14102,LHOT,False,No death,1900-01-01,0,No death,False
MANA13337,MANA,False,No death,1900-01-01,0,No death,False
MANA13337,MANA,False,No death,1900-01-01,0,No death,True
CHOY14109,CHOY,False,No death,1900-01-01,0,No death,True
KANG14105,KANG,False,No death,1900-01-01,0,No death,True
KANG14102,KANG,False,No death,1900-01-01,0,No death,False
KANG14102,KANG,False,No death,1900-01-01,0,No death,True
KANG14109,KANG,False,No death,1900-01-01,0,No death,True
KANG14113,KANG,False,No death,1900-01-01,0,No death,True
KANG14111,KANG,False,No death,1900-01-01,0,No death,False
LHOT14104,LHOT,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14150,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14150,EVER,False,No death,1900-01-01,0,No death,True
LHOT14105,LHOT,False,No death,1900-01-01,0,No death,False
EVER14163,EVER,False,No death,1900-01-01,0,No death,True
EVER14165,EVER,False,No death,1900-01-01,0,No death,True
CHOY14106,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14106,CHOY,False,No death,1900-01-01,0,No death,True
EVER14123,EVER,False,No death,1900-01-01,0,No death,False
EVER14144,EVER,False,No death,1900-01-01,0,No death,False
EVER14124,EVER,False,No death,1900-01-01,0,No death,False
EVER14162,EVER,False,No death,1900-01-01,0,No death,False
EVER14138,EVER,False,No death,1900-01-01,0,No death,False
EVER14139,EVER,False,No death,1900-01-01,0,No death,False
EVER14141,EVER,False,No death,1900-01-01,0,No death,False
EVER14143,EVER,False,No death,1900-01-01,0,No death,False
LHOT14106,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14107,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14108,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14109,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14110,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14111,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14112,LHOT,False,No death,1900-01-01,0,No death,False
MANA13338,MANA,False,No death,1900-01-01,0,No death,False
LHOT14113,LHOT,False,No death,1900-01-01,0,No death,False
CHOY14113,CHOY,False,No death,1900-01-01,0,No death,False
LHOT14114,LHOT,False,No death,1900-01-01,0,No death,False
LHOT14115,LHOT,False,No death,1900-01-01,0,No death,False
CHOY13314,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13325,CHOY,False,No death,1900-01-01,0,No death,False
EVER14146,EVER,False,No death,1900-01-01,0,No death,False
EVER14134,EVER,False,No death,1900-01-01,0,No death,False
EVER14134,EVER,True,Route preparation,2014-04-18,5800,Avalanche,True
EVER14155,EVER,False,No death,1900-01-01,0,No death,False
EVER14157,EVER,False,No death,1900-01-01,0,No death,False
EVER14158,EVER,False,No death,1900-01-01,0,No death,False
EVER14159,EVER,False,No death,1900-01-01,0,No death,False
EVER14160,EVER,False,No death,1900-01-01,0,No death,False
CHOY14301,CHOY,False,No death,1900-01-01,0,No death,False
MANA14301,MANA,False,No death,1900-01-01,0,No death,False
MANA14301,MANA,False,No death,1900-01-01,0,No death,True
MANA14302,MANA,False,No death,1900-01-01,0,No death,False
MANA14302,MANA,False,No death,1900-01-01,0,No death,True
MANA14303,MANA,False,No death,1900-01-01,0,No death,False
MANA14303,MANA,False,No death,1900-01-01,0,No death,True
MANA14304,MANA,False,No death,1900-01-01,0,No death,False
MANA14304,MANA,False,No death,1900-01-01,0,No death,True
CHOY11118,CHOY,False,No death,1900-01-01,0,No death,False
CHOY11118,CHOY,True,Descending from summit bid,2011-05-22,6800,AMS (acute mtn sickness),False
CHOY11118,CHOY,False,No death,1900-01-01,0,No death,True
MANA14305,MANA,False,No death,1900-01-01,0,No death,False
MANA14306,MANA,False,No death,1900-01-01,0,No death,False
MANA14307,MANA,False,No death,1900-01-01,0,No death,False
CHOY14302,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14303,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14304,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14304,CHOY,False,No death,1900-01-01,0,No death,True
MANA14308,MANA,False,No death,1900-01-01,0,No death,False
MANA14308,MANA,False,No death,1900-01-01,0,No death,True
CHOY14305,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14305,CHOY,False,No death,1900-01-01,0,No death,True
MANA14309,MANA,False,No death,1900-01-01,0,No death,False
MANA14310,MANA,False,No death,1900-01-01,0,No death,False
CHOY14307,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14307,CHOY,False,No death,1900-01-01,0,No death,True
EVER14114,EVER,True,Expedition evacuation,2014-05-01,0,Other,True
MANA14101,MANA,False,No death,1900-01-01,0,No death,True
CHOY14306,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14308,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14306,CHOY,False,No death,1900-01-01,0,No death,True
MANA13311,MANA,False,No death,1900-01-01,0,No death,True
CHOY14309,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14309,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14310,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14310,CHOY,False,No death,1900-01-01,0,No death,True
MANA14312,MANA,False,No death,1900-01-01,0,No death,False
MANA14312,MANA,False,No death,1900-01-01,0,No death,True
CHOY14312,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14312,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14313,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14313,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14314,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14314,CHOY,False,No death,1900-01-01,0,No death,True
MANA14311,MANA,False,No death,1900-01-01,0,No death,False
MANA14311,MANA,False,No death,1900-01-01,0,No death,True
KANG14115,KANG,False,No death,1900-01-01,0,No death,False
KANG14115,KANG,False,No death,1900-01-01,0,No death,True
LHOT14116,LHOT,False,No death,1900-01-01,0,No death,False
MANA14309,MANA,False,No death,1900-01-01,0,No death,True
CHOY14317,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14317,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14319,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14321,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14321,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14323,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14323,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14324,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14324,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14325,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14325,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14326,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14326,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14328,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14328,CHOY,False,No death,1900-01-01,0,No death,True
MAKA14301,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14301,MAKA,False,No death,1900-01-01,0,No death,True
MANA14313,MANA,False,No death,1900-01-01,0,No death,False
MANA14313,MANA,False,No death,1900-01-01,0,No death,True
MANA14314,MANA,True,Expedition evacuation,2014-09-24,7300,Fall,False
MANA14314,MANA,False,No death,1900-01-01,0,No death,True
MANA14315,MANA,False,No death,1900-01-01,0,No death,False
MANA14315,MANA,False,No death,1900-01-01,0,No death,True
MANA14316,MANA,False,No death,1900-01-01,0,No death,False
MANA14317,MANA,False,No death,1900-01-01,0,No death,False
MANA14317,MANA,False,No death,1900-01-01,0,No death,True
MANA14316,MANA,False,No death,1900-01-01,0,No death,True
DHA114111,DHA1,False,No death,1900-01-01,0,No death,False
DHA114111,DHA1,False,No death,1900-01-01,0,No death,True
CHOY14320,CHOY,False,No death,1900-01-01,0,No death,False
EVER14167,EVER,False,No death,1900-01-01,0,No death,False
EVER14168,EVER,False,No death,1900-01-01,0,No death,False
EVER14167,EVER,False,No death,1900-01-01,0,No death,True
LHOT14301,LHOT,False,No death,1900-01-01,0,No death,False
ANN112113,ANN1,False,No death,1900-01-01,0,No death,True
LHOT14301,LHOT,False,No death,1900-01-01,0,No death,True
DHA114301,DHA1,True,Death at BC / ABC,2014-10-14,4750,Avalanche,False
DHA114301,DHA1,True,Death at BC / ABC,2014-10-14,4750,Avalanche,True
DHA114301,DHA1,False,No death,1900-01-01,0,No death,False
CHOY14311,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14311,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14318,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14318,CHOY,False,No death,1900-01-01,0,No death,True
CHOY13310,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14315,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14315,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14316,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14316,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14322,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14322,CHOY,False,No death,1900-01-01,0,No death,True
CHOY14327,CHOY,False,No death,1900-01-01,0,No death,False
CHOY14327,CHOY,False,No death,1900-01-01,0,No death,True
MANA14320,MANA,False,No death,1900-01-01,0,No death,False
MANA14318,MANA,False,No death,1900-01-01,0,No death,False
MANA14318,MANA,False,No death,1900-01-01,0,No death,True
MANA14319,MANA,False,No death,1900-01-01,0,No death,False
MANA14319,MANA,False,No death,1900-01-01,0,No death,True
MANA14321,MANA,False,No death,1900-01-01,0,No death,False
MANA14322,MANA,False,No death,1900-01-01,0,No death,False
MANA14323,MANA,False,No death,1900-01-01,0,No death,False
MANA14323,MANA,False,No death,1900-01-01,0,No death,True
MANA14324,MANA,False,No death,1900-01-01,0,No death,False
ANN115101,ANN1,False,No death,1900-01-01,0,No death,False
ANN115101,ANN1,True,Descending from summit bid,2015-03-25,7400,Fall,False
ANN115101,ANN1,False,No death,1900-01-01,0,No death,True
ANN115101,ANN1,True,Descending from summit bid,2015-03-25,7400,Fall,True
CHOY15101,CHOY,False,No death,1900-01-01,0,No death,False
CHOY15102,CHOY,False,No death,1900-01-01,0,No death,False
EVER15168,EVER,False,No death,1900-01-01,0,No death,False
EVER15122,EVER,False,No death,1900-01-01,0,No death,False
EVER15159,EVER,False,No death,1900-01-01,0,No death,False
EVER15160,EVER,False,No death,1900-01-01,0,No death,False
EVER15129,EVER,False,No death,1900-01-01,0,No death,False
EVER15105,EVER,False,No death,1900-01-01,0,No death,False
EVER15140,EVER,False,No death,1900-01-01,0,No death,False
EVER15115,EVER,False,No death,1900-01-01,0,No death,False
EVER15158,EVER,False,No death,1900-01-01,0,No death,False
EVER15120,EVER,False,No death,1900-01-01,0,No death,False
EVER15137,EVER,False,No death,1900-01-01,0,No death,False
EVER15102,EVER,False,No death,1900-01-01,0,No death,False
EVER15109,EVER,False,No death,1900-01-01,0,No death,False
EVER15116,EVER,False,No death,1900-01-01,0,No death,False
EVER15135,EVER,False,No death,1900-01-01,0,No death,False
EVER15152,EVER,False,No death,1900-01-01,0,No death,False
EVER15101,EVER,False,No death,1900-01-01,0,No death,False
EVER15106,EVER,False,No death,1900-01-01,0,No death,False
EVER15110,EVER,False,No death,1900-01-01,0,No death,False
EVER15124,EVER,False,No death,1900-01-01,0,No death,False
EVER15126,EVER,False,No death,1900-01-01,0,No death,False
LHOT15101,LHOT,False,No death,1900-01-01,0,No death,False
LHOT15102,LHOT,False,No death,1900-01-01,0,No death,False
LHOT15103,LHOT,False,No death,1900-01-01,0,No death,False
LHOT15105,LHOT,False,No death,1900-01-01,0,No death,False
MAKA15101,MAKA,False,No death,1900-01-01,0,No death,False
MAKA15101,MAKA,False,No death,1900-01-01,0,No death,True
MAKA15102,MAKA,False,No death,1900-01-01,0,No death,False
MAKA15103,MAKA,False,No death,1900-01-01,0,No death,False
MAKA15104,MAKA,False,No death,1900-01-01,0,No death,False
MAKA15105,MAKA,False,No death,1900-01-01,0,No death,False
MANA15101,MANA,False,No death,1900-01-01,0,No death,False
EVER15112,EVER,False,No death,1900-01-01,0,No death,False
MAKA15105,MAKA,False,No death,1900-01-01,0,No death,True
MANA14314,MANA,False,No death,1900-01-01,0,No death,False
MANA14322,MANA,False,No death,1900-01-01,0,No death,True
MANA14321,MANA,False,No death,1900-01-01,0,No death,True
EVER15168,EVER,True,Death at BC / ABC,2015-04-25,5350,Avalanche,False
EVER15159,EVER,True,Death at BC / ABC,2015-04-25,5350,Avalanche,True
EVER15140,EVER,False,No death,1900-01-01,0,No death,True
MAKA14302,MAKA,False,No death,1900-01-01,0,No death,False
MAKA14302,MAKA,False,No death,1900-01-01,0,No death,True
MAKA14303,MAKA,False,No death,1900-01-01,0,No death,False
MANA14325,MANA,False,No death,1900-01-01,0,No death,False
MANA14325,MANA,False,No death,1900-01-01,0,No death,True
MANA14326,MANA,False,No death,1900-01-01,0,No death,False
MANA14326,MANA,False,No death,1900-01-01,0,No death,True
MANA14327,MANA,False,No death,1900-01-01,0,No death,False
MANA14327,MANA,False,No death,1900-01-01,0,No death,True
ANN115103,ANN1,False,No death,1900-01-01,0,No death,False
ANN115103,ANN1,False,No death,1900-01-01,0,No death,True
ANN115104,ANN1,False,No death,1900-01-01,0,No death,False
CHOY15103,CHOY,False,No death,1900-01-01,0,No death,False
CHOY15106,CHOY,False,No death,1900-01-01,0,No death,False
DHA115101,DHA1,False,No death,1900-01-01,0,No death,False
EVER15111,EVER,False,No death,1900-01-01,0,No death,False
EVER15103,EVER,False,No death,1900-01-01,0,No death,False
EVER15125,EVER,False,No death,1900-01-01,0,No death,False
EVER15125,EVER,True,Death at BC / ABC,2015-04-25,5350,Avalanche,False
EVER15133,EVER,False,No death,1900-01-01,0,No death,False
EVER15128,EVER,False,No death,1900-01-01,0,No death,False
EVER15130,EVER,False,No death,1900-01-01,0,No death,False
EVER15131,EVER,False,No death,1900-01-01,0,No death,False
EVER15132,EVER,False,No death,1900-01-01,0,No death,False
EVER15161,EVER,False,No death,1900-01-01,0,No death,False
EVER15107,EVER,False,No death,1900-01-01,0,No death,False
EVER15117,EVER,False,No death,1900-01-01,0,No death,False
EVER15136,EVER,False,No death,1900-01-01,0,No death,False
EVER15113,EVER,False,No death,1900-01-01,0,No death,False
EVER15121,EVER,False,No death,1900-01-01,0,No death,False
MAKA15106,MAKA,False,No death,1900-01-01,0,No death,False
MAKA15107,MAKA,False,No death,1900-01-01,0,No death,False
MANA14401,MANA,False,No death,1900-01-01,0,No death,False
MANA15102,MANA,False,No death,1900-01-01,0,No death,False
