expid_x,peakid,host,nation,season,citizen,myear,sherpa,tibetan,heightm,himal,location,phost,region,pkname,pseason,pmonth
EVER14143,EVER,Nepal,Belgium,Winter,S Korea,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
LHOT14106,LHOT,Nepal,Belgium,Winter,Australia,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14107,LHOT,Nepal,Belgium,Winter,UK,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14107,LHOT,Nepal,Belgium,Winter,S Africa,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14107,LHOT,Nepal,Belgium,Winter,Lithuania,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14107,LHOT,Nepal,Belgium,Winter,Australia,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14108,LHOT,Nepal,Belgium,Winter,Croatia,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14109,LHOT,Nepal,Belgium,Winter,Netherlands,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14109,LHOT,Nepal,Belgium,Winter,Germany,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14109,LHOT,Nepal,Belgium,Winter,Switzerland,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14109,LHOT,Nepal,Belgium,Winter,UK,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14108,LHOT,Nepal,Belgium,Winter,Poland,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14110,LHOT,Nepal,Belgium,Winter,Iran,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14111,LHOT,Nepal,Belgium,Winter,S Korea,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14112,LHOT,Nepal,Belgium,Winter,Italy,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
MANA13338,MANA,Nepal,Poland,Spring,Japan,2013,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
LHOT14113,LHOT,Nepal,Belgium,Winter,China,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14113,LHOT,Nepal,Belgium,Winter,Germany,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14103,LHOT,Nepal,Belgium,Winter,USA,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14103,LHOT,Nepal,Belgium,Winter,Hungary,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
CHOY14113,CHOY,China,Switzerland,Spring,Russia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
LHOT14114,LHOT,Nepal,Belgium,Winter,New Zealand,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14114,LHOT,Nepal,Belgium,Winter,Japan,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14114,LHOT,Nepal,Belgium,Winter,Australia,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14114,LHOT,Nepal,Belgium,Winter,Ireland,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14115,LHOT,Nepal,Belgium,Winter,UK,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14115,LHOT,Nepal,Belgium,Winter,Brazil,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14115,LHOT,Nepal,Belgium,Winter,USA,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14115,LHOT,Nepal,Belgium,Winter,Germany,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
CHOY13314,CHOY,China,Switzerland,Spring,Nepal,2013,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY13314,CHOY,China,Switzerland,Spring,Nepal,2013,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY13325,CHOY,China,Switzerland,Spring,Germany,2013,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY13325,CHOY,China,Switzerland,Spring,Japan,2013,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
EVER14102,EVER,Nepal,Belgium,Winter,Belgium,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14102,EVER,Nepal,Belgium,Winter,France,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14144,EVER,Nepal,Belgium,Winter,Morocco,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14146,EVER,Nepal,Belgium,Winter,Brazil,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14146,EVER,Nepal,Belgium,Winter,USA,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14134,EVER,Nepal,Belgium,Winter,China,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14134,EVER,Nepal,Belgium,Winter,Nepal,2014,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14133,EVER,Nepal,Belgium,Winter,Pakistan,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14133,EVER,Nepal,Belgium,Winter,Romania,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14133,EVER,Nepal,Belgium,Winter,China,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14155,EVER,Nepal,Belgium,Winter,Ireland,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14155,EVER,Nepal,Belgium,Winter,USA,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14155,EVER,Nepal,Belgium,Winter,UK,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14155,EVER,Nepal,Belgium,Winter,Norway,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14155,EVER,Nepal,Belgium,Winter,Japan,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14157,EVER,Nepal,Belgium,Winter,France,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14158,EVER,Nepal,Belgium,Winter,Iceland,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14159,EVER,Nepal,Belgium,Winter,Nepal,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER14160,EVER,Nepal,Belgium,Winter,Argentina,2014,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
CHOY14301,CHOY,China,Switzerland,Spring,Australia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14301,MANA,Nepal,Poland,Spring,China,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14301,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14302,MANA,Nepal,Poland,Spring,Australia,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14302,MANA,Nepal,Poland,Spring,Netherlands,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14302,MANA,Nepal,Poland,Spring,UK,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14302,MANA,Nepal,Poland,Spring,Canada,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14302,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14303,MANA,Nepal,Poland,Spring,S Korea,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14303,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14304,MANA,Nepal,Poland,Spring,Germany,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14304,MANA,Nepal,Poland,Spring,Austria,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14304,MANA,Nepal,Poland,Spring,Switzerland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14304,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY11118,CHOY,China,Switzerland,Spring,Netherlands,2011,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY11118,CHOY,China,Switzerland,Spring,Nepal,2011,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14305,MANA,Nepal,Poland,Spring,Spain,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14306,MANA,Nepal,Poland,Spring,Poland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14307,MANA,Nepal,Poland,Spring,Austria,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14307,MANA,Nepal,Poland,Spring,Italy,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14307,MANA,Nepal,Poland,Spring,Finland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14302,CHOY,China,Switzerland,Spring,Spain,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14303,CHOY,China,Switzerland,Spring,Poland,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14304,CHOY,China,Switzerland,Spring,Malaysia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14304,CHOY,China,Switzerland,Spring,Nepal,2014,False,True,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14308,MANA,Nepal,Poland,Spring,Norway,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14308,MANA,Nepal,Poland,Spring,Ireland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14308,MANA,Nepal,Poland,Spring,USA,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14308,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14305,CHOY,China,Switzerland,Spring,USA,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14305,CHOY,China,Switzerland,Spring,UK,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14305,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14309,MANA,Nepal,Poland,Spring,France,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,UK,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,New Zealand,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Canada,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Poland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,USA,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Norway,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Kenya,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,China,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Japan,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Switzerland,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14310,MANA,Nepal,Poland,Spring,Russia,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14310,MANA,Nepal,Poland,Spring,Georgia,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14310,MANA,Nepal,Poland,Spring,Kyrgyz Republic,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14307,CHOY,China,Switzerland,Spring,S Korea,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14307,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14101,MANA,Nepal,Poland,Spring,Italy,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14101,MANA,Nepal,Poland,Spring,Nepal,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14101,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14101,MANA,Nepal,Poland,Spring,Nepal,2014,False,True,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14306,CHOY,China,Switzerland,Spring,Italy,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14306,CHOY,China,Switzerland,Spring,Romania,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14306,CHOY,China,Switzerland,Spring,Ecuador,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14308,CHOY,China,Switzerland,Spring,Denmark,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14306,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA13311,MANA,Nepal,Poland,Spring,Nepal,2013,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14309,CHOY,China,Switzerland,Spring,Germany,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14309,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14310,CHOY,China,Switzerland,Spring,USA,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14310,CHOY,China,Switzerland,Spring,France,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14310,CHOY,China,Switzerland,Spring,New Zealand,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14310,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14312,MANA,Nepal,Poland,Spring,Italy,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14312,MANA,Nepal,Poland,Spring,Nepal,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14312,CHOY,China,Switzerland,Spring,Switzerland,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14312,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14313,CHOY,China,Switzerland,Spring,Russia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14313,CHOY,China,Switzerland,Spring,Latvia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14313,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14314,CHOY,China,Switzerland,Spring,Australia/New Zealand,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14314,CHOY,China,Switzerland,Spring,UK,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14314,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14314,CHOY,China,Switzerland,Spring,Australia,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
MANA14311,MANA,Nepal,Poland,Spring,Japan,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14311,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
MANA14311,MANA,Nepal,Poland,Spring,Nepal,2014,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
KANG14115,KANG,Nepal,USA,Spring,Japan,2014,False,False,8586,Kangchenjunga/Simhalila,Kangchenjunga Himal,Nepal & India,Kangchenjunga-Janak,Kangchenjunga,Spring,May
KANG14115,KANG,Nepal,USA,Spring,Nepal,2014,True,False,8586,Kangchenjunga/Simhalila,Kangchenjunga Himal,Nepal & India,Kangchenjunga-Janak,Kangchenjunga,Spring,May
LHOT14116,LHOT,Nepal,Belgium,Winter,USA,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
LHOT14116,LHOT,Nepal,Belgium,Winter,Australia,2014,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
MANA14309,MANA,Nepal,Poland,Spring,Nepal,2014,True,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY14317,CHOY,China,Switzerland,Spring,Mexico,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14317,CHOY,China,Switzerland,Spring,Switzerland,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14317,CHOY,China,Switzerland,Spring,Germany,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14317,CHOY,China,Switzerland,Spring,Austria,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14317,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14319,CHOY,China,Switzerland,Spring,Austria,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14321,CHOY,China,Switzerland,Spring,Iran,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14321,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14323,CHOY,China,Switzerland,Spring,Sweden,2014,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY14323,CHOY,China,Switzerland,Spring,Nepal,2014,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
