expid_x,peakid,host,nation,season,citizen,myear,sherpa,tibetan,heightm,himal,location,phost,region,pkname,pseason,pmonth
EVER05190,EVER,Nepal,Belgium,Winter,Nepal,2005,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER05190,EVER,Nepal,Belgium,Winter,Nepal,2005,False,True,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
KANG05102,KANG,Nepal,USA,Spring,Nepal,2005,True,False,8586,Kangchenjunga/Simhalila,Kangchenjunga Himal,Nepal & India,Kangchenjunga-Janak,Kangchenjunga,Spring,May
LHOT05102,LHOT,Nepal,Belgium,Winter,Nepal,2005,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
MAKA05102,MAKA,Nepal,France,Spring,Nepal,2005,True,False,8485,Makalu,Makalu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Makalu,Spring,May
MANA08322,MANA,Nepal,Poland,Spring,Poland,2008,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY03102,CHOY,China,Switzerland,Spring,Nepal,2003,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY03104,CHOY,China,Switzerland,Spring,Nepal,2003,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
EVER03157,EVER,Nepal,Belgium,Winter,Nepal,2003,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
CHOY03330,CHOY,China,Switzerland,Spring,Nepal,2003,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
ANN102102,ANN1,Nepal,France,Spring,Nepal,2002,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
CHOY02117,CHOY,China,Switzerland,Spring,Nepal,2002,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
EVER02123,EVER,Nepal,Belgium,Winter,Nepal,2002,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER02131,EVER,Nepal,Belgium,Winter,Nepal,2002,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
KANG02103,KANG,Nepal,USA,Spring,Nepal,2002,True,False,8586,Kangchenjunga/Simhalila,Kangchenjunga Himal,Nepal & India,Kangchenjunga-Janak,Kangchenjunga,Spring,May
MANA02108,MANA,Nepal,Poland,Spring,Pakistan,2002,False,False,8163,Manaslu/Mansiri,Manaslu Himal,Nepal only,Manaslu-Ganesh,Manaslu,Spring,May
CHOY02313,CHOY,China,Switzerland,Spring,Nepal,2002,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
EVER01116,EVER,Nepal,Belgium,Winter,Nepal,2001,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER01123,EVER,Nepal,Belgium,Winter,Nepal,2001,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER01128,EVER,Nepal,Belgium,Winter,Nepal,2001,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER01140,EVER,Nepal,Belgium,Winter,Nepal,2001,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
LHOT01108,LHOT,Nepal,Belgium,Winter,Nepal,2001,False,False,8516,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Lhotse,Spring,May
MAKA01106,MAKA,Nepal,France,Spring,Nepal,2001,True,False,8485,Makalu,Makalu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Makalu,Spring,May
MAKA01104,MAKA,Nepal,France,Spring,Nepal,2001,True,False,8485,Makalu,Makalu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Makalu,Spring,May
CHOY01335,CHOY,China,Switzerland,Spring,Nepal,2001,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
DHA101305,DHA1,Nepal,Japan,Autumn,Nepal,2001,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA101305,DHA1,Nepal,Japan,Autumn,Nepal,2001,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
CHOY07349,CHOY,China,Switzerland,Spring,Bosnia-Herzegovina,2007,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
ANN109101,ANN1,Nepal,France,Spring,Czech Republic,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109102,ANN1,Nepal,France,Spring,Italy,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109103,ANN1,Nepal,France,Spring,Slovakia,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109103,ANN1,Nepal,France,Spring,Czech Republic,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109103,ANN1,Nepal,France,Spring,France,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109104,ANN1,Nepal,France,Spring,Russia,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109105,ANN1,Nepal,France,Spring,S Korea,2009,False,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
ANN109105,ANN1,Nepal,France,Spring,Nepal,2009,True,False,8091,Annapurna,Annapurna Himal,Nepal only,Annapurna-Damodar-Peri,Annapurna I,Spring,Jun
CHOY09101,CHOY,China,Switzerland,Spring,India,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09102,CHOY,China,Switzerland,Spring,Kazakhstan,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09103,CHOY,China,Switzerland,Spring,Italy,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09103,CHOY,China,Switzerland,Spring,Nepal,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09104,CHOY,China,Switzerland,Spring,Denmark,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09105,CHOY,China,Switzerland,Spring,Sweden,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09106,CHOY,China,Switzerland,Spring,Germany,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09107,CHOY,China,Switzerland,Spring,Sweden,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09107,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09108,CHOY,China,Switzerland,Spring,Belgium,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09108,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09109,CHOY,China,Switzerland,Spring,Canada,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09109,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09110,CHOY,China,Switzerland,Spring,Romania,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09110,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09111,CHOY,China,Switzerland,Spring,USA,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09111,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09112,CHOY,China,Switzerland,Spring,Netherlands,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09112,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,UK,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,USA,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Switzerland,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Italy,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Romania,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Greece,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Spain,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09113,CHOY,China,Switzerland,Spring,China,2009,False,True,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09114,CHOY,China,Switzerland,Spring,Sweden,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09114,CHOY,China,Switzerland,Spring,Nepal,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09115,CHOY,China,Switzerland,Spring,S Africa,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09116,CHOY,China,Switzerland,Spring,Denmark,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09117,CHOY,China,Switzerland,Spring,Netherlands,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09117,CHOY,China,Switzerland,Spring,Sweden,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09117,CHOY,China,Switzerland,Spring,Nepal,2009,True,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09118,CHOY,China,Switzerland,Spring,France,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
CHOY09119,CHOY,China,Switzerland,Spring,Spain,2009,False,False,8188,Khumbu,Khumbu Himal (NW of Everest on Tibetan border),Nepal & China,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,Oct
DHA109101,DHA1,Nepal,Japan,Autumn,Slovakia,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109101,DHA1,Nepal,Japan,Autumn,Poland,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109102,DHA1,Nepal,Japan,Autumn,Poland,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109103,DHA1,Nepal,Japan,Autumn,India,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109103,DHA1,Nepal,Japan,Autumn,Nepal,2009,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109104,DHA1,Nepal,Japan,Autumn,S Korea,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109105,DHA1,Nepal,Japan,Autumn,Japan,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109106,DHA1,Nepal,Japan,Autumn,Germany,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109106,DHA1,Nepal,Japan,Autumn,Austria,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109107,DHA1,Nepal,Japan,Autumn,Poland,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109108,DHA1,Nepal,Japan,Autumn,Czech Republic,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109109,DHA1,Nepal,Japan,Autumn,Turkey,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109110,DHA1,Nepal,Japan,Autumn,S Korea,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109110,DHA1,Nepal,Japan,Autumn,Nepal,2009,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109111,DHA1,Nepal,Japan,Autumn,S Korea,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109111,DHA1,Nepal,Japan,Autumn,Nepal,2009,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109112,DHA1,Nepal,Japan,Autumn,Iran,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109113,DHA1,Nepal,Japan,Autumn,S Korea,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109113,DHA1,Nepal,Japan,Autumn,Nepal,2009,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109201,DHA1,Nepal,Japan,Autumn,S Korea,2009,False,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
DHA109201,DHA1,Nepal,Japan,Autumn,Nepal,2009,True,False,8167,Dhaulagiri,Dhaulagiri Himal,Nepal only,Dhaulagiri-Mukut,Dhaulagiri I,Spring,May
EVER09103,EVER,Nepal,Belgium,Winter,France,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09108,EVER,Nepal,Belgium,Winter,Japan,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09108,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09104,EVER,Nepal,Belgium,Winter,UK,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09104,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09105,EVER,Nepal,Belgium,Winter,India,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09105,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09106,EVER,Nepal,Belgium,Winter,Germany,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09107,EVER,Nepal,Belgium,Winter,Canada,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09107,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09109,EVER,Nepal,Belgium,Winter,Italy,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09111,EVER,Nepal,Belgium,Winter,Norway,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09113,EVER,Nepal,Belgium,Winter,India,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09113,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09114,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09114,EVER,Nepal,Belgium,Winter,Nepal,2009,False,True,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09115,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09116,EVER,Nepal,Belgium,Winter,Peru,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09117,EVER,Nepal,Belgium,Winter,UK,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09117,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09117,EVER,Nepal,Belgium,Winter,Finland,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09117,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09118,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09118,EVER,Nepal,Belgium,Winter,UK,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09118,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09119,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09119,EVER,Nepal,Belgium,Winter,Nepal,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09120,EVER,Nepal,Belgium,Winter,Ecuador,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09120,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09121,EVER,Nepal,Belgium,Winter,S Africa,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09121,EVER,Nepal,Belgium,Winter,Nepal,2009,False,True,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09122,EVER,Nepal,Belgium,Winter,Poland,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09122,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09123,EVER,Nepal,Belgium,Winter,China,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09123,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09124,EVER,Nepal,Belgium,Winter,Norway,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09124,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09125,EVER,Nepal,Belgium,Winter,Norway,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09125,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09126,EVER,Nepal,Belgium,Winter,Taiwan,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09126,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09127,EVER,Nepal,Belgium,Winter,UK,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09127,EVER,Nepal,Belgium,Winter,Ireland,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09127,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09128,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09128,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09129,EVER,Nepal,Belgium,Winter,Czech Republic,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09130,EVER,Nepal,Belgium,Winter,USA,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09130,EVER,Nepal,Belgium,Winter,Argentina,2009,False,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
EVER09130,EVER,Nepal,Belgium,Winter,Nepal,2009,True,False,8849,Khumbu,Khumbu Himal,Nepal & China,Khumbu-Rolwaling-Makalu,Everest,Spring,May
