expid_x,peakid,highpoint,death,mhighpt,mo2none,mo2used,msuccess,psummiters
CHOY01118,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01118,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01118,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01101,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01101,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01102,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01103,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01103,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01104,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01104,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01105,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01105,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01105,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01106,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01106,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01107,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01107,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01108,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01108,CHOY,7600,False,True,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01109,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01109,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01109,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01110,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01110,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01111,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01111,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01112,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01113,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01114,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01114,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01115,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01115,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01116,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01117,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01117,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
EVER01151,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01151,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01101,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01101,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01102,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01102,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01103,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01103,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01104,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01105,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01105,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01105,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01106,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01106,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01106,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01107,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01107,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01108,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01108,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01108,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01109,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01109,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01109,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01110,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01110,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01111,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01111,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01112,EVER,8700,True,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01113,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01113,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01113,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01114,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01114,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01115,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01116,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01116,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01117,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01118,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01119,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01119,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01119,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01120,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01120,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01120,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01120,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01121,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01121,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01121,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01122,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01122,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01122,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01122,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01123,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01123,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01123,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01124,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01124,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01125,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01126,EVER,8700,True,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01126,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01127,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01127,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01128,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01128,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01128,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01129,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01130,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01130,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01130,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01131,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01131,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01131,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01132,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01133,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01134,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01134,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01134,EVER,8700,False,False,False,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01135,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01135,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01135,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01136,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01136,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01136,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01137,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01137,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01138,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01139,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01140,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01141,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01141,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01142,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01142,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01144,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01144,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01145,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01145,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01145,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01146,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01147,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01147,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01148,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01148,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01148,EVER,8700,True,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01148,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01149,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01149,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01150,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01150,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01150,EVER,8700,False,True,True,False,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01150,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER01143,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
KANG01101,KANG,8586,False,False,True,False,False,"George Band, Joe Brown"
KANG01101,KANG,8586,False,True,True,False,True,"George Band, Joe Brown"
KANG01101,KANG,8586,False,True,False,True,True,"George Band, Joe Brown"
LHOT01101,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01101,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01102,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01102,LHOT,8516,False,True,True,False,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01103,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01103,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01104,LHOT,8516,False,True,True,False,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01104,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01105,LHOT,8516,False,True,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01106,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01107,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01108,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01108,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01110,LHOT,8516,False,False,True,False,False,"Fritz Luchsinger, Ernst Reiss"
LHOT01110,LHOT,8516,False,True,False,True,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01110,LHOT,8516,False,True,True,False,True,"Fritz Luchsinger, Ernst Reiss"
LHOT01109,LHOT,8516,False,True,True,False,False,"Fritz Luchsinger, Ernst Reiss"
MAKA01101,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01101,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01102,MAKA,8485,True,True,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01103,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01103,MAKA,8485,False,True,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01104,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01104,MAKA,8485,False,True,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01105,MAKA,8485,False,True,False,True,True,"Jean Couzy, Lionel Terray"
MAKA01105,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01105,MAKA,8485,False,False,False,True,False,"Jean Couzy, Lionel Terray"
MAKA01105,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01106,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01106,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01107,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01107,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01108,MAKA,8485,False,False,False,True,False,"Jean Couzy, Lionel Terray"
MAKA01108,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01108,MAKA,8485,False,True,False,True,True,"Jean Couzy, Lionel Terray"
MAKA01108,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01110,MAKA,8485,False,True,True,False,True,"Jean Couzy, Lionel Terray"
MAKA01110,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01109,MAKA,8485,False,True,False,True,False,"Jean Couzy, Lionel Terray"
MAKA01109,MAKA,8485,False,False,False,False,False,"Jean Couzy, Lionel Terray"
MAKA01109,MAKA,8485,False,False,True,False,False,"Jean Couzy, Lionel Terray"
MAKA01109,MAKA,8485,False,True,True,False,False,"Jean Couzy, Lionel Terray"
MANA01101,MANA,5400,False,True,True,False,False,"Toshio Imanishi, Gyaltsen Norbu Sherpa"
MANA01102,MANA,5400,False,False,True,False,False,"Toshio Imanishi, Gyaltsen Norbu Sherpa"
MANA01102,MANA,5400,False,True,True,False,False,"Toshio Imanishi, Gyaltsen Norbu Sherpa"
MANA01103,MANA,5400,False,False,True,False,False,"Toshio Imanishi, Gyaltsen Norbu Sherpa"
MANA01103,MANA,5400,False,True,True,False,True,"Toshio Imanishi, Gyaltsen Norbu Sherpa"
EVER01101,EVER,8700,True,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
DHA101304,DHA1,7700,True,False,True,False,False,"Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa"
DHA101304,DHA1,7700,False,True,True,False,True,"Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa"
CHOY01324,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01301,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01302,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01303,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01303,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01303,CHOY,7600,True,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01304,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01304,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01304,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01305,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01305,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01306,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01307,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01307,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01307,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01308,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01308,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01309,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01309,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01310,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01310,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01311,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01311,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01312,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01312,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01312,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01313,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01313,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01313,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01315,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01315,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01317,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01316,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01316,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01319,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01320,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01320,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01321,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01321,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01321,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01322,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01322,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01323,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01323,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01325,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01325,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01325,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01326,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01326,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01326,CHOY,7600,False,False,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01326,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01327,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01327,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01328,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01328,CHOY,7600,False,True,False,True,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01329,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01331,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01331,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01332,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01332,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01314,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01314,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01330,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01330,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01330,CHOY,7600,False,True,False,True,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01333,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01333,CHOY,7600,False,True,True,False,True,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01318,CHOY,7600,False,False,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
CHOY01318,CHOY,7600,False,True,True,False,False,"Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama"
