expid_x,peakid,highpoint,death,mhighpt,mo2none,mo2used,msuccess,psummiters
EVER11130,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11131,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11132,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11132,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11132,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11133,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11133,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11134,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11135,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11135,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11135,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11137,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11138,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11142,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11142,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11142,EVER,8700,True,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11142,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11144,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11144,EVER,8700,False,True,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11145,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11146,EVER,8700,False,False,False,True,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11146,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11146,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11147,EVER,8700,False,True,False,True,True,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11147,EVER,8700,False,False,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
EVER11148,EVER,8700,False,True,True,False,False,"Edmund Hillary, Tenzing Norgay Sherpa"
KANG11101,KANG,8586,False,False,False,True,False,"George Band, Joe Brown"
KANG11101,KANG,8586,False,True,False,True,True,"George Band, Joe Brown"
KANG11102,KANG,8586,False,True,True,False,True,"George Band, Joe Brown"
KANG11103,KANG,8586,False,True,False,True,True,"George Band, Joe Brown"
KANG11103,KANG,8586,False,True,True,False,True,"George Band, Joe Brown"
KANG11104,KANG,8586,False,True,True,False,True,"George Band, Joe Brown"
KANG11105,KANG,8586,False,True,False,True,True,"George Band, Joe Brown"
KANG11106,KANG,8586,False,True,False,True,True,"George Band, Joe Brown"
KANG11106,KANG,8586,False,True,True,False,True,"George Band, Joe Brown"
KANG11106,KANG,8586,False,False,True,False,False,"George Band, Joe Brown"
