iter	Logloss
0	0.5802022949
1	0.5047232482
2	0.4401979211
3	0.3916245197
4	0.3506975181
5	0.3122991982
6	0.2868454879
7	0.266971745
8	0.2450694552
9	0.2250127685
10	0.2088378883
11	0.1907255448
12	0.1784211586
13	0.1691163517
14	0.1571966941
15	0.1469899152
16	0.1384842802
17	0.1335212426
18	0.124253939
19	0.1190173338
20	0.1138914835
21	0.1077899582
22	0.1031638933
23	0.09799270611
24	0.09189340987
25	0.08791312262
26	0.08417863928
27	0.08032838816
28	0.07696990738
29	0.07382991602
30	0.07094365545
31	0.06842057673
32	0.06563595278
33	0.06300863144
34	0.06049378581
35	0.05845790209
36	0.05597153028
37	0.05386643404
38	0.05216418644
39	0.05090945321
40	0.04894810078
41	0.04720064414
42	0.04564706604
43	0.04419091124
44	0.04303256139
45	0.04177504669
46	0.04050543819
47	0.03964674768
48	0.0387348092
49	0.03769871255
50	0.03650600932
51	0.03528472843
52	0.03423151973
53	0.03341027278
54	0.0325480772
55	0.03174754199
56	0.03085477777
57	0.03020626951
58	0.02946085977
59	0.02876541945
60	0.02805582251
61	0.02733697693
62	0.02699953584
63	0.02633725236
64	0.02568786752
65	0.02516940202
66	0.02464118083
67	0.02409732581
68	0.02355559705
69	0.02312406805
70	0.02266651108
71	0.02209904263
72	0.02179538152
73	0.02132500031
74	0.02099423132
75	0.0206717727
76	0.02029291666
77	0.01993995707
78	0.01967998309
79	0.01931131725
80	0.01889448518
81	0.01851623509
82	0.0182151813
83	0.01788966764
84	0.01760107214
85	0.0172296386
86	0.01702258466
87	0.01674087017
88	0.01654878748
89	0.01639028538
90	0.01618507994
91	0.01596026719
92	0.01576216103
93	0.01548073683
94	0.0152831761
95	0.01507271743
96	0.01485306177
97	0.01471476593
98	0.01452613553
99	0.0143182533
100	0.01409883584
101	0.01389863243
102	0.01374252789
103	0.01361063803
104	0.01344516462
105	0.01327668541
106	0.01310024455
107	0.01294471645
108	0.01276700944
109	0.01260859255
110	0.01244343028
111	0.01230138903
112	0.01216743319
113	0.01206452231
114	0.01193323601
115	0.01178738504
116	0.01167278284
117	0.01155722777
118	0.01141134069
119	0.01128156406
120	0.01115755147
121	0.01106930438
122	0.01095108516
123	0.01083642616
124	0.01073857215
125	0.01063203744
126	0.01053267438
127	0.01043827644
128	0.01032018737
129	0.01017929213
130	0.01006267065
131	0.009970933071
132	0.00986846486
133	0.009781156672
134	0.009663764001
135	0.009587990879
136	0.009526859213
137	0.009428525094
138	0.009349340242
139	0.009273060651
140	0.00919772825
141	0.009110852665
142	0.00902962502
143	0.008950497354
144	0.008887228926
145	0.008776875771
146	0.008708411153
147	0.008635279255
148	0.008567361161
149	0.008481332853
150	0.008416749243
151	0.008356211889
152	0.008303115906
153	0.008220962365
154	0.008166761733
155	0.008110146262
156	0.008048360533
157	0.007979758425
158	0.007920067038
159	0.007850856784
160	0.007806608663
161	0.007742513803
162	0.007688662852
163	0.007629890537
164	0.007581411457
165	0.007535479289
166	0.007494976133
167	0.007419404536
168	0.00736680025
169	0.007308861874
170	0.007252717062
171	0.007202030103
172	0.007147066673
173	0.007105750889
174	0.007051633306
175	0.007009119139
176	0.006944360118
177	0.006898343241
178	0.006857695667
179	0.006819637065
180	0.006785119475
181	0.006730268521
182	0.006681720679
183	0.006637808577
184	0.006595762764
185	0.006557329731
186	0.006511323726
187	0.00646909989
188	0.00643160122
189	0.00638077099
190	0.00634554984
191	0.006296955239
192	0.006250681916
193	0.00620592152
194	0.006165926129
195	0.006120270105
196	0.006075588115
197	0.006031867279
198	0.005988366222
199	0.005946237792
200	0.005908163535
201	0.005873324405
202	0.005833258567
203	0.005808917903
204	0.005774487405
205	0.00574080425
206	0.005704097815
207	0.005669308219
208	0.005643059311
209	0.005607665518
210	0.005570964395
211	0.005534530978
212	0.005511449626
213	0.005480119761
214	0.005449027105
215	0.005425272139
216	0.005397650995
217	0.005370175089
218	0.005345901809
219	0.005317436655
220	0.005286308845
221	0.005261068317
222	0.00523410784
223	0.005203135796
224	0.005178383949
225	0.005144884436
226	0.005119470769
227	0.005093258479
228	0.005072747074
229	0.005037519865
230	0.00501109768
231	0.004986842742
232	0.004964735156
233	0.004944525537
234	0.004925771621
235	0.004899542131
236	0.004882950279
237	0.004853331696
238	0.004827955649
239	0.004800454015
240	0.004774931472
241	0.004755259234
242	0.004742051335
243	0.004730267221
244	0.004703520581
245	0.00467753726
246	0.004656361853
247	0.004630051279
248	0.004603485588
249	0.004579736116
250	0.004557896521
251	0.004544414668
252	0.004523591453
253	0.004503244061
254	0.004486171011
255	0.004466885348
256	0.004446895333
257	0.004427331238
258	0.004406457663
259	0.004386527817
260	0.004369847954
261	0.004350392514
262	0.004328665117
263	0.004308956203
264	0.004292421748
265	0.004277346804
266	0.004262069421
267	0.004246551546
268	0.004228966278
269	0.004213889065
270	0.004195518647
271	0.004180233078
272	0.004164551771
273	0.004151842617
274	0.004133271939
275	0.004113328815
276	0.004099677662
277	0.004082421142
278	0.004065004667
279	0.004048847388
280	0.004022634785
281	0.0040110942
282	0.003995590781
283	0.003983194087
284	0.003965299076
285	0.003952748094
286	0.003938338433
287	0.003917983394
288	0.003899462451
289	0.003885265761
290	0.003876454684
291	0.003863470954
292	0.003848668705
293	0.00383165105
294	0.003817815483
295	0.003802772948
296	0.003788526305
297	0.003778619984
298	0.003767970469
299	0.003753303843
300	0.003738179258
301	0.003721281303
302	0.003702734833
303	0.003688248976
304	0.003671625855
305	0.003658412263
306	0.003643377375
307	0.003643368444
308	0.003631414717
309	0.003619989295
310	0.003604996314
311	0.003590144705
312	0.003575390098
313	0.003561043064
314	0.003549438572
315	0.003537739978
316	0.003525320586
317	0.003511474178
318	0.003500213678
319	0.003489059035
320	0.003476018745
321	0.0034636523
322	0.003450974805
323	0.003439611957
324	0.003425065605
325	0.003415759033
326	0.003404651958
327	0.003392991211
328	0.003380295316
329	0.00336693085
330	0.003353349013
331	0.003344719693
332	0.003333108749
333	0.003325777065
334	0.003313521463
335	0.003297838765
336	0.003288564842
337	0.003280873257
338	0.003268355554
339	0.003255122158
340	0.003245969805
341	0.003237228515
342	0.003222940309
343	0.00321252543
344	0.003200582218
345	0.003191746169
346	0.003179783154
347	0.003169324785
348	0.003159229467
349	0.003152001835
350	0.003139226381
351	0.003129752155
352	0.003120873901
353	0.003109974794
354	0.003099269256
355	0.003087801478
356	0.003079597363
357	0.00306870626
358	0.003059272361
359	0.003050233855
360	0.003040788051
361	0.003031742049
362	0.003023061948
363	0.003014161948
364	0.00300578728
365	0.00299734851
366	0.002988480933
367	0.002988477439
368	0.002977144521
369	0.002968127911
370	0.002958527305
371	0.002947664893
372	0.002938114846
373	0.002929011569
374	0.002920869088
375	0.002912843792
376	0.00290656408
377	0.002898484491
378	0.002888173678
379	0.002881132732
380	0.002872113717
381	0.002862661743
382	0.002853862777
383	0.002844955055
384	0.002834991178
385	0.002823329799
386	0.002823335041
387	0.002816288341
388	0.002808854232
389	0.002800798141
390	0.002793765733
391	0.002786356312
392	0.002777657079
393	0.002769524637
394	0.002761152554
395	0.002751774238
396	0.002743067495
397	0.002742910038
398	0.002733225677
399	0.002725474205
400	0.002717348051
401	0.002709806219
402	0.002702214596
403	0.002695883658
404	0.002688565295
405	0.002681888529
406	0.0026757638
407	0.002667334601
408	0.002667304895
409	0.002659530368
410	0.002651851046
411	0.002642159264
412	0.002634137501
413	0.002624978521
414	0.002616519321
415	0.00260840362
416	0.002600259335
417	0.002594120921
418	0.002594104612
419	0.002585491018
420	0.002578473515
421	0.002570740055
422	0.002563922961
423	0.002555353527
424	0.002548099654
425	0.002542049911
426	0.002535626111
427	0.00252747897
428	0.002520273679
429	0.002513048747
430	0.00250649818
431	0.002499665197
432	0.002492809692
433	0.002487255411
434	0.0024774128
435	0.002471739222
436	0.002464767226
437	0.002458608188
438	0.00245021473
439	0.002442588336
440	0.002437470297
441	0.002430719573
442	0.00243072831
443	0.00243072831
444	0.002423750356
445	0.002416059923
446	0.002409978233
447	0.002404979284
448	0.002396468859
449	0.002390143239
450	0.002382306848
451	0.00237734071
452	0.00237063799
453	0.002364730335
454	0.002358712295
455	0.002352474044
456	0.002348500605
457	0.002342670072
458	0.002335893393
459	0.002331205489
460	0.002324252833
461	0.00231667428
462	0.002310807128
463	0.002305973133
464	0.002305920518
465	0.002301013521
466	0.00229449938
467	0.002289246017
468	0.002284885797
469	0.002278617571
470	0.002273516034
471	0.002267755785
472	0.002262161584
473	0.002256604104
474	0.002250982359
475	0.002246255386
476	0.002240050321
477	0.002233513852
478	0.002228256337
479	0.002222005659
480	0.002216390128
481	0.002211636988
482	0.002206799499
483	0.002201975913
484	0.002196414237
485	0.002193890893
486	0.002188404128
487	0.002183096403
488	0.002178913443
489	0.002178833453
490	0.002174276989
491	0.002169491695
492	0.002164589478
493	0.00216045545
494	0.00215549778
495	0.002155405364
496	0.002155180536
497	0.002149767968
498	0.002143962645
499	0.002139106874
500	0.002134561389
501	0.002130600226
502	0.00212612922
503	0.002121399096
504	0.002117629875
505	0.002112385248
506	0.002107753679
507	0.002102152489
508	0.002096315668
509	0.002090913152
510	0.002085973658
511	0.002079299102
512	0.002075177764
513	0.002071026019
514	0.002067377635
515	0.00206216624
516	0.002057340206
517	0.002057357679
518	0.002052882208
519	0.002048726505
520	0.00204450821
521	0.002038739762
522	0.002034540644
523	0.002029998653
524	0.002026049259
525	0.002021824468
526	0.002017189642
527	0.002012629834
528	0.00200838179
529	0.002003849432
530	0.001999880459
531	0.001995776519
532	0.001995758852
533	0.001992099763
534	0.00198831392
535	0.001983566247
